"","XCord","YCord","commonName","scientificName","State","County","Locality","observationDate","userID"
"61",-114.2030525,34.2235838,"Gila Woodpecker","Melanerpes uropygialis","California","San Bernardino","Colorado River - Headgate Rock Dam to River Lodge Resort","2009-09-18","obsr114768"
"62",-114.2030525,34.2235838,"American Kestrel","Falco sparverius","California","San Bernardino","Colorado River - Headgate Rock Dam to River Lodge Resort","2009-09-18","obsr153343"
"63",-114.2030525,34.2235838,"American Kestrel","Falco sparverius","California","San Bernardino","Colorado River - Headgate Rock Dam to River Lodge Resort","2009-09-18","obsr158843"
"64",-114.2030525,34.2235838,"Pied-billed Grebe","Podilymbus podiceps","California","San Bernardino","Colorado River - Headgate Rock Dam to River Lodge Resort","2009-09-18","obsr153343"
"65",-114.2030525,34.2235838,"Gambel's Quail","Callipepla gambelii","California","San Bernardino","Colorado River - Headgate Rock Dam to River Lodge Resort","2009-09-18","obsr114768"
"66",-114.2030525,34.2235838,"Black-necked Stilt","Himantopus mexicanus","California","San Bernardino","Colorado River - Headgate Rock Dam to River Lodge Resort","2009-09-18","obsr91638"
"67",-114.2030525,34.2235838,"Brewer's Sparrow","Spizella breweri","California","San Bernardino","Colorado River - Headgate Rock Dam to River Lodge Resort","2009-09-18","obsr91638"
"68",-114.2030525,34.2235838,"Wilson's Warbler","Cardellina pusilla","California","San Bernardino","Colorado River - Headgate Rock Dam to River Lodge Resort","2009-09-18","obsr158843"
"69",-114.2030525,34.2235838,"Western Meadowlark","Sturnella neglecta","California","San Bernardino","Colorado River - Headgate Rock Dam to River Lodge Resort","2009-09-18","obsr114768"
"70",-114.2030525,34.2235838,"Yellow-rumped Warbler","Setophaga coronata","California","San Bernardino","Colorado River - Headgate Rock Dam to River Lodge Resort","2009-09-18","obsr153343"
"71",-114.2030525,34.2235838,"Willow Flycatcher","Empidonax traillii","California","San Bernardino","Colorado River - Headgate Rock Dam to River Lodge Resort","2009-09-18","obsr153343"
"72",-114.2030525,34.2235838,"Verdin","Auriparus flaviceps","California","San Bernardino","Colorado River - Headgate Rock Dam to River Lodge Resort","2009-09-18","obsr114768"
"73",-114.2030525,34.2235838,"Inca Dove","Columbina inca","California","San Bernardino","Colorado River - Headgate Rock Dam to River Lodge Resort","2009-09-18","obsr153343"
"74",-114.2030525,34.2235838,"Northern Mockingbird","Mimus polyglottos","California","San Bernardino","Colorado River - Headgate Rock Dam to River Lodge Resort","2009-09-18","obsr91638"
"75",-114.2030525,34.2235838,"Brewer's Sparrow","Spizella breweri","California","San Bernardino","Colorado River - Headgate Rock Dam to River Lodge Resort","2009-09-18","obsr158843"
"76",-114.2065047,34.2196371,"Abert's Towhee","Melozone aberti","California","San Bernardino","CA-Rock House BLM Visitor Center steel structure","2012-01-20","obsr200980"
"77",-114.2369825,34.1910826,"Least Sandpiper","Calidris minutilla","California","San Bernardino","Bluewater WTP (CA)","2014-07-24","obsr131919"
"78",-114.2369825,34.1910826,"Least Sandpiper","Calidris minutilla","California","San Bernardino","Bluewater WTP (CA)","2014-07-26","obsr506204"
"79",-114.2369825,34.1910826,"Killdeer","Charadrius vociferus","California","San Bernardino","Bluewater WTP (CA)","2014-07-24","obsr227744"
"80",-114.2369825,34.1910826,"Least Sandpiper","Calidris minutilla","California","San Bernardino","Bluewater WTP (CA)","2014-07-24","obsr227744"
"81",-114.2369825,34.1910826,"Spotted Sandpiper","Actitis macularius","California","San Bernardino","Bluewater WTP (CA)","2014-07-26","obsr131919"
"82",-114.2369825,34.1910826,"Loggerhead Shrike","Lanius ludovicianus","California","San Bernardino","Bluewater WTP (CA)","2014-07-24","obsr227744"
"83",-114.2369825,34.1910826,"Killdeer","Charadrius vociferus","California","San Bernardino","Bluewater WTP (CA)","2014-07-26","obsr131919"
"84",-114.2369825,34.1910826,"Mourning Dove","Zenaida macroura","California","San Bernardino","Bluewater WTP (CA)","2014-07-24","obsr102204"
"85",-114.2369825,34.1910826,"Spotted Sandpiper","Actitis macularius","California","San Bernardino","Bluewater WTP (CA)","2014-07-24","obsr506204"
"86",-114.2369825,34.1910826,"Turkey Vulture","Cathartes aura","California","San Bernardino","Bluewater WTP (CA)","2014-06-17","obsr227744"
"87",-114.2248598,34.2091996,"Gambel's Quail","Callipepla gambelii","California","San Bernardino","Emerald Cove ponds","2018-04-17","obsr28253"
"88",-114.2248598,34.2091996,"Killdeer","Charadrius vociferus","California","San Bernardino","Emerald Cove ponds","2018-01-13","obsr27006"
"89",-114.2248598,34.2091996,"Barn Swallow","Hirundo rustica","California","San Bernardino","Emerald Cove ponds","2018-04-17","obsr28253"
"90",-114.2248598,34.2091996,"Brewer's Sparrow","Spizella breweri","California","San Bernardino","Emerald Cove ponds","2018-04-27","obsr28253"
"91",-114.2248598,34.2091996,"Cinnamon Teal","Spatula cyanoptera","California","San Bernardino","Emerald Cove ponds","2018-10-06","obsr27006"
"92",-114.2248598,34.2091996,"Semipalmated Plover","Charadrius semipalmatus","California","San Bernardino","Emerald Cove ponds","2014-04-26","obsr28253"
"93",-114.2248598,34.2091996,"Least Sandpiper","Calidris minutilla","California","San Bernardino","Emerald Cove ponds","2018-01-13","obsr27006"
"94",-114.2248598,34.2091996,"Killdeer","Charadrius vociferus","California","San Bernardino","Emerald Cove ponds","2018-09-09","obsr27006"
"95",-114.2248598,34.2091996,"Northern Shoveler","Spatula clypeata","California","San Bernardino","Emerald Cove ponds","2018-04-27","obsr28253"
"96",-114.2248598,34.2091996,"Common Goldeneye","Bucephala clangula","California","San Bernardino","Emerald Cove ponds","2018-01-13","obsr27006"
"97",-114.2248598,34.2091996,"Gadwall","Mareca strepera","California","San Bernardino","Emerald Cove ponds","2018-01-10","obsr112836"
"98",-114.2248598,34.2091996,"Red-tailed Hawk","Buteo jamaicensis","California","San Bernardino","Emerald Cove ponds","2018-01-13","obsr27006"
"99",-114.2248598,34.2091996,"Common Goldeneye","Bucephala clangula","California","San Bernardino","Emerald Cove ponds","2014-03-09","obsr27006"
"100",-114.2248598,34.2091996,"Mallard","Anas platyrhynchos","California","San Bernardino","Emerald Cove ponds","2017-11-05","obsr1052459"
"101",-114.2248598,34.2091996,"Black Phoebe","Sayornis nigricans","California","San Bernardino","Emerald Cove ponds","2018-01-13","obsr28253"
"102",-114.2248598,34.2091996,"Black Phoebe","Sayornis nigricans","California","San Bernardino","Emerald Cove ponds","2014-03-09","obsr27006"
"103",-114.2248598,34.2091996,"Mallard","Anas platyrhynchos","California","San Bernardino","Emerald Cove ponds","2014-07-05","obsr28253"
"104",-114.2248598,34.2091996,"Semipalmated Sandpiper","Calidris pusilla","California","San Bernardino","Emerald Cove ponds","2014-08-18","obsr27006"
"105",-114.2248598,34.2091996,"Mallard","Anas platyrhynchos","California","San Bernardino","Emerald Cove ponds","2014-07-23","obsr506204"
"106",-114.2248598,34.2091996,"Mallard","Anas platyrhynchos","California","San Bernardino","Emerald Cove ponds","2014-07-22","obsr131919"
"107",-114.2248598,34.2091996,"Least Sandpiper","Calidris minutilla","California","San Bernardino","Emerald Cove ponds","2014-09-17","obsr28253"
"108",-114.2248598,34.2091996,"Mallard x Mexican Duck (hybrid)","Anas platyrhynchos x diazi","California","San Bernardino","Emerald Cove ponds","2014-08-20","obsr27006"
"109",-114.2248598,34.2091996,"Killdeer","Charadrius vociferus","California","San Bernardino","Emerald Cove ponds","2014-09-17","obsr28253"
"110",-114.2248598,34.2091996,"Mourning Dove","Zenaida macroura","California","San Bernardino","Emerald Cove ponds","2014-08-09","obsr28253"
"111",-114.2248598,34.2091996,"Northern Shoveler","Spatula clypeata","California","San Bernardino","Emerald Cove ponds","2014-03-09","obsr27006"
"112",-114.2248598,34.2091996,"Blue-winged/Cinnamon Teal","Spatula discors/cyanoptera","California","San Bernardino","Emerald Cove ponds","2017-10-01","obsr29191"
"113",-114.2248598,34.2091996,"Gadwall","Mareca strepera","California","San Bernardino","Emerald Cove ponds","2017-04-22","obsr28253"
"114",-114.2248598,34.2091996,"Mallard","Anas platyrhynchos","California","San Bernardino","Emerald Cove ponds","2017-05-13","obsr28253"
"115",-114.2248598,34.2091996,"Mallard","Anas platyrhynchos","California","San Bernardino","Emerald Cove ponds","2017-10-01","obsr227469"
"116",-114.2248598,34.2091996,"Mallard x Mexican Duck (hybrid)","Anas platyrhynchos x diazi","California","San Bernardino","Emerald Cove ponds","2014-03-09","obsr131919"
"117",-114.2248598,34.2091996,"Mallard","Anas platyrhynchos","California","San Bernardino","Emerald Cove ponds","2014-07-24","obsr131919"
"118",-114.2248598,34.2091996,"Lesser Scaup","Aythya affinis","California","San Bernardino","Emerald Cove ponds","2014-08-18","obsr28253"
"119",-114.2248598,34.2091996,"Mourning Dove","Zenaida macroura","California","San Bernardino","Emerald Cove ponds","2014-08-12","obsr102204"
"120",-114.2248598,34.2091996,"Mallard","Anas platyrhynchos","California","San Bernardino","Emerald Cove ponds","2018-04-27","obsr28253"
"121",-114.2248598,34.2091996,"Western Sandpiper","Calidris mauri","US","US-CA",NA,"H","15:53:00"
"122",-114.2248598,34.2091996,"Wilson's Phalarope","Phalaropus tricolor","California","San Bernardino","Emerald Cove ponds","2014-07-22","obsr131919"
"123",-114.2248598,34.2091996,"Western Sandpiper","Calidris mauri","California","San Bernardino","Emerald Cove ponds","2014-06-29","obsr102204"
"124",-114.2248598,34.2091996,"Western Sandpiper","Calidris mauri","California","San Bernardino","Emerald Cove ponds","2014-08-07","obsr131919"
"125",-114.2248598,34.2091996,"Cinnamon Teal","Spatula cyanoptera","California","San Bernardino","Emerald Cove ponds","2018-05-05","obsr28253"
"126",-114.2248598,34.2091996,"Spotted Sandpiper","Actitis macularius","California","San Bernardino","Emerald Cove ponds","2018-09-15","obsr27006"
"127",-114.2269135,34.2031423,"Mallard","Anas platyrhynchos","California","San Bernardino","Lower Colorado River (CA)","2011-01-24","obsr37417"
"128",-114.2269135,34.2031423,"Canvasback","Aythya valisineria","California","San Bernardino","Lower Colorado River (CA)","2011-01-24","obsr216208"
"129",-114.2269135,34.2031423,"Red-winged Blackbird","Agelaius phoeniceus","California","San Bernardino","Lower Colorado River (CA)","2011-01-24","obsr233540"
"130",-114.2248598,34.2091996,"Mallard","Anas platyrhynchos","California","San Bernardino","Emerald Cove ponds","2018-01-13","obsr28253"
"131",-114.2248598,34.2091996,"Black-necked Stilt","Himantopus mexicanus","California","San Bernardino","Emerald Cove ponds","2018-05-21","obsr28253"
"132",-114.2248598,34.2091996,"Killdeer","Charadrius vociferus","California","San Bernardino","Emerald Cove ponds","2018-10-06","obsr27006"
"133",-114.2248598,34.2091996,"Mallard/Mexican Duck","Anas platyrhynchos/diazi","California","San Bernardino","Emerald Cove ponds","2018-09-09","obsr27006"
"134",-114.2248598,34.2091996,"Gadwall","Mareca strepera","California","San Bernardino","Emerald Cove ponds","2018-01-13","obsr27006"
"135",-114.2248598,34.2091996,"Common Raven","Corvus corax","California","San Bernardino","Emerald Cove ponds","2018-04-17","obsr28253"
"136",-114.2248598,34.2091996,"Killdeer","Charadrius vociferus","California","San Bernardino","Emerald Cove ponds","2018-09-15","obsr27006"
"137",-114.2248598,34.2091996,"Cliff Swallow","Petrochelidon pyrrhonota","California","San Bernardino","Emerald Cove ponds","2018-05-05","obsr28253"
"138",-114.2248598,34.2091996,"Great-tailed Grackle","Quiscalus mexicanus","California","San Bernardino","Emerald Cove ponds","2018-07-16","obsr28253"
"139",-114.2248598,34.2091996,"Killdeer","Charadrius vociferus","California","San Bernardino","Emerald Cove ponds","2014-07-23","obsr102204"
"140",-114.2248598,34.2091996,"Mallard","Anas platyrhynchos","California","San Bernardino","Emerald Cove ponds","2014-07-23","obsr102204"
"141",-114.2248598,34.2091996,"Wilson's Phalarope","Phalaropus tricolor","California","San Bernardino","Emerald Cove ponds","2014-07-24","obsr227744"
"142",-114.2248598,34.2091996,"Western Meadowlark","Sturnella neglecta","California","San Bernardino","Emerald Cove ponds","2014-09-13","obsr28253"
"143",-114.2248598,34.2091996,"Mexican Duck","Anas diazi","California","San Bernardino","Emerald Cove ponds","2014-08-09","obsr28253"
"144",-114.2248598,34.2091996,"Long-billed Dowitcher","Limnodromus scolopaceus","California","San Bernardino","Emerald Cove ponds","2014-05-03","obsr153343"
"145",-114.2248598,34.2091996,"Western Sandpiper","Calidris mauri","California","San Bernardino","Emerald Cove ponds","2014-08-04","obsr131919"
"146",-114.2248598,34.2091996,"Spotted Sandpiper","Actitis macularius","California","San Bernardino","Emerald Cove ponds","2014-05-03","obsr153343"
"147",-114.2248598,34.2091996,"Mallard","Anas platyrhynchos","California","San Bernardino","Emerald Cove ponds","2014-03-09","obsr27006"
"148",-114.2248598,34.2091996,"Least Sandpiper","Calidris minutilla","California","San Bernardino","Emerald Cove ponds","2014-08-17","obsr228045"
"149",-114.2248598,34.2091996,"Great-tailed Grackle","Quiscalus mexicanus","California","San Bernardino","Emerald Cove ponds","2014-07-22","obsr506204"
"150",-114.2248598,34.2091996,"Killdeer","Charadrius vociferus","California","San Bernardino","Emerald Cove ponds","2014-07-16","obsr131919"
"151",-114.2248598,34.2091996,"Wilson's Phalarope","Phalaropus tricolor","California","San Bernardino","Emerald Cove ponds","2014-07-24","obsr131919"
"152",-114.2248598,34.2091996,"Great-tailed Grackle","Quiscalus mexicanus","California","San Bernardino","Emerald Cove ponds","2014-10-30","obsr28253"
"153",-114.2248598,34.2091996,"Great-tailed Grackle","Quiscalus mexicanus","California","San Bernardino","Emerald Cove ponds","2014-08-09","obsr27006"
"154",-114.2248598,34.2091996,"Mallard","Anas platyrhynchos","California","San Bernardino","Emerald Cove ponds","2014-07-16","obsr227744"
"155",-114.2248598,34.2091996,"Gadwall","Mareca strepera","California","San Bernardino","Emerald Cove ponds","2014-03-09","obsr131919"
"156",-114.2248598,34.2091996,"Green-winged Teal","Anas crecca","California","San Bernardino","Emerald Cove ponds","2013-04-19","obsr28253"
"157",-114.2248598,34.2091996,"Mourning Dove","Zenaida macroura","California","San Bernardino","Emerald Cove ponds","2013-04-28","obsr28253"
"158",-114.2248598,34.2091996,"Spotted Sandpiper","Actitis macularius","California","San Bernardino","Emerald Cove ponds","2013-04-28","obsr57292"
"159",-114.2248598,34.2091996,"Eared Grebe","Podiceps nigricollis","California","San Bernardino","Emerald Cove ponds","2013-05-09","obsr312316"
"160",-114.2248598,34.2091996,"Least Sandpiper","Calidris minutilla","California","San Bernardino","Emerald Cove ponds","2013-04-28","obsr57292"
"161",-114.2248598,34.2091996,"Mallard","Anas platyrhynchos","California","San Bernardino","Emerald Cove ponds","2018-09-06","obsr158843"
"162",-114.2248598,34.2091996,"Red-tailed Hawk","Buteo jamaicensis","California","San Bernardino","Emerald Cove ponds","2018-01-13","obsr28253"
"163",-114.2248598,34.2091996,"Least Sandpiper","Calidris minutilla","California","San Bernardino","Emerald Cove ponds","2018-04-17","obsr28253"
"164",-114.2248598,34.2091996,"Say's Phoebe","Sayornis saya","California","San Bernardino","Emerald Cove ponds","2014-02-22","obsr430834"
"165",-114.2248598,34.2091996,"Northern Shoveler","Spatula clypeata","California","San Bernardino","Emerald Cove ponds","2014-05-10","obsr28253"
"166",-114.2248598,34.2091996,"Mallard","Anas platyrhynchos","California","San Bernardino","Emerald Cove ponds","2014-08-05","obsr506204"
"167",-114.2248598,34.2091996,"Semipalmated Plover","Charadrius semipalmatus","California","San Bernardino","Emerald Cove ponds","2014-08-20","obsr27006"
"168",-114.2248598,34.2091996,"Black-necked Stilt","Himantopus mexicanus","California","San Bernardino","Emerald Cove ponds","2014-05-06","obsr28253"
"169",-114.2248598,34.2091996,"Gambel's Quail","Callipepla gambelii","California","San Bernardino","Emerald Cove ponds","2014-07-16","obsr131919"
"170",-114.2248598,34.2091996,"Least Sandpiper","Calidris minutilla","California","San Bernardino","Emerald Cove ponds","2014-02-22","obsr28253"
"171",-114.2248598,34.2091996,"Solitary Sandpiper","Tringa solitaria","California","San Bernardino","Emerald Cove ponds","2014-08-03","obsr102204"
"172",-114.2248598,34.2091996,"Mallard","Anas platyrhynchos","California","San Bernardino","Emerald Cove ponds","2014-05-01","obsr28253"
"173",-114.2248598,34.2091996,"Green-winged Teal","Anas crecca","California","San Bernardino","Emerald Cove ponds","2014-11-24","obsr27006"
"174",-114.2248598,34.2091996,"Western Sandpiper","Calidris mauri","US","US-CA",NA,"H","15:53:00"
"175",-114.2248598,34.2091996,"Mallard","Anas platyrhynchos","California","San Bernardino","Emerald Cove ponds","2014-07-16","obsr102204"
"176",-114.2248598,34.2091996,"Least Sandpiper","Calidris minutilla","California","San Bernardino","Emerald Cove ponds","2012-07-20","obsr28253"
"177",-114.2248598,34.2091996,"Gambel's Quail","Callipepla gambelii","California","San Bernardino","Emerald Cove ponds","2012-04-26","obsr28253"
"178",-114.2248598,34.2091996,"Western Sandpiper","Calidris mauri","California","San Bernardino","Emerald Cove ponds","2012-04-12","obsr195365"
"179",-114.2248598,34.2091996,"Mallard","Anas platyrhynchos","California","San Bernardino","Emerald Cove ponds","2012-09-13","obsr28253"
"180",-114.2248598,34.2091996,"Mallard","Anas platyrhynchos","California","San Bernardino","Emerald Cove ponds","2012-09-07","obsr27006"
"181",-114.2248598,34.2091996,"Western Kingbird","Tyrannus verticalis","California","San Bernardino","Emerald Cove ponds","2014-07-22","obsr131919"
"182",-114.2248598,34.2091996,"Black-necked Stilt","Himantopus mexicanus","California","San Bernardino","Emerald Cove ponds","2014-07-23","obsr102204"
"183",-114.2248598,34.2091996,"Great-tailed Grackle","Quiscalus mexicanus","California","San Bernardino","Emerald Cove ponds","2014-08-07","obsr131919"
"184",-114.2248598,34.2091996,"Wilson's Phalarope","Phalaropus tricolor","California","San Bernardino","Emerald Cove ponds","2014-08-07","obsr506204"
"185",-114.2248598,34.2091996,"Wilson's Phalarope","Phalaropus tricolor","California","San Bernardino","Emerald Cove ponds","2014-07-22","obsr506204"
"186",-114.2248598,34.2091996,"Black Phoebe","Sayornis nigricans","California","San Bernardino","Emerald Cove ponds","2014-06-29","obsr102204"
"187",-114.2248598,34.2091996,"Western Sandpiper","Calidris mauri","United States","California",NA,"L855566","2014-08-18"
"188",-114.2248598,34.2091996,"Mallard x Mexican Duck (hybrid)","Anas platyrhynchos x diazi","California","San Bernardino","Emerald Cove ponds","2014-08-03","obsr102204"
"189",-114.2248598,34.2091996,"Killdeer","Charadrius vociferus","California","San Bernardino","Emerald Cove ponds","2014-11-13","obsr27006"
"190",-114.2248598,34.2091996,"Green-winged Teal","Anas crecca","California","San Bernardino","Emerald Cove ponds","2014-01-18","obsr28253"
"191",-114.2248598,34.2091996,"Killdeer","Charadrius vociferus","California","San Bernardino","Emerald Cove ponds","2014-07-01","obsr131919"
"192",-114.2248598,34.2091996,"Black-necked Stilt","Himantopus mexicanus","California","San Bernardino","Emerald Cove ponds","2014-07-23","obsr227744"
"193",-114.2248598,34.2091996,"Spotted Sandpiper","Actitis macularius","California","San Bernardino","Emerald Cove ponds","2014-05-04","obsr28253"
"194",-114.2248598,34.2091996,"Semipalmated Plover","Charadrius semipalmatus","California","San Bernardino","Emerald Cove ponds","2014-08-22","obsr28253"
"195",-114.2248598,34.2091996,"Western Sandpiper","Calidris mauri","California","San Bernardino","Emerald Cove ponds","2014-07-24","obsr131919"
"196",-114.2248598,34.2091996,"American Wigeon","Mareca americana","California","San Bernardino","Emerald Cove ponds","2014-11-13","obsr28253"
"197",-114.2248598,34.2091996,"Gadwall","Mareca strepera","California","San Bernardino","Emerald Cove ponds","2014-03-09","obsr28253"
"198",-114.2248598,34.2091996,"Wilson's Phalarope","Phalaropus tricolor","California","San Bernardino","Emerald Cove ponds","2014-04-26","obsr28253"
"199",-114.2248598,34.2091996,"Long-billed Dowitcher","Limnodromus scolopaceus","California","San Bernardino","Emerald Cove ponds","2014-07-26","obsr506204"
"200",-114.2248598,34.2091996,"Least Sandpiper","Calidris minutilla","California","San Bernardino","Emerald Cove ponds","2016-09-11","obsr27006"
"201",-114.2248598,34.2091996,"Spotted Sandpiper","Actitis macularius","California","San Bernardino","Emerald Cove ponds","2016-04-27","obsr258793"
"202",-114.2248598,34.2091996,"Western Sandpiper","Calidris mauri","California","San Bernardino","Emerald Cove ponds","2016-09-11","obsr27006"
"203",-114.2248598,34.2091996,"Gadwall","Mareca strepera","California","San Bernardino","Emerald Cove ponds","2017-04-19","obsr112836"
"204",-114.2248598,34.2091996,"Northern Shoveler","Spatula clypeata","California","San Bernardino","Emerald Cove ponds","2017-05-13","obsr27006"
"205",-114.2248598,34.2091996,"Black-necked Stilt","Himantopus mexicanus","California","San Bernardino","Emerald Cove ponds","2018-01-13","obsr28253"
"206",-114.2248598,34.2091996,"Green-winged Teal","Anas crecca","California","San Bernardino","Emerald Cove ponds","2018-01-13","obsr27006"
"207",-114.2248598,34.2091996,"Mallard","Anas platyrhynchos","California","San Bernardino","Emerald Cove ponds","2018-05-21","obsr28253"
"208",-114.2248598,34.2091996,"Mourning Dove","Zenaida macroura","California","San Bernardino","Emerald Cove ponds","2018-09-02","obsr28253"
"209",-114.2248598,34.2091996,"Least Sandpiper","Calidris minutilla","California","San Bernardino","Emerald Cove ponds","2018-05-05","obsr28253"
"210",-114.2248598,34.2091996,"Mallard","Anas platyrhynchos","California","San Bernardino","Emerald Cove ponds","2018-01-13","obsr27006"
"211",-114.2248598,34.2091996,"Northern Rough-winged Swallow","Stelgidopteryx serripennis","California","San Bernardino","Emerald Cove ponds","2018-05-21","obsr28253"
"212",-114.2248598,34.2091996,"Mallard","Anas platyrhynchos","California","San Bernardino","Emerald Cove ponds","2014-08-09","obsr27006"
"213",-114.2248598,34.2091996,"Western Sandpiper","Calidris mauri","California","San Bernardino","Emerald Cove ponds","2014-07-23","obsr506204"
"214",-114.2248598,34.2091996,"Killdeer","Charadrius vociferus","California","San Bernardino","Emerald Cove ponds","2014-07-22","obsr506204"
"215",-114.2248598,34.2091996,"Least Sandpiper","Calidris minutilla","California","San Bernardino","Emerald Cove ponds","2014-07-24","obsr506204"
"216",-114.2248598,34.2091996,"Gambel's Quail","Callipepla gambelii","California","San Bernardino","Emerald Cove ponds","2015-10-26","obsr22614"
"217",-114.2248598,34.2091996,"Black-necked Stilt","Himantopus mexicanus","California","San Bernardino","Emerald Cove ponds","2015-07-16","obsr28253"
"218",-114.2248598,34.2091996,"Killdeer","Charadrius vociferus","California","San Bernardino","Emerald Cove ponds","2015-06-07","obsr294134"
"219",-114.2248598,34.2091996,"Killdeer","Charadrius vociferus","California","San Bernardino","Emerald Cove ponds","2015-10-05","obsr28253"
"220",-114.2248598,34.2091996,"Red-tailed Hawk","Buteo jamaicensis","California","San Bernardino","Emerald Cove ponds","2015-06-07","obsr294134"
"221",-114.2248598,34.2091996,"Least Sandpiper","Calidris minutilla","California","San Bernardino","Emerald Cove ponds","2015-03-24","obsr258793"
"222",-114.2248598,34.2091996,"Killdeer","Charadrius vociferus","California","San Bernardino","Emerald Cove ponds","2015-07-17","obsr28253"
"223",-114.2248598,34.2091996,"Tree Swallow","Tachycineta bicolor","California","San Bernardino","Emerald Cove ponds","2015-03-24","obsr258793"
"224",-114.2248598,34.2091996,"Mourning Dove","Zenaida macroura","California","San Bernardino","Emerald Cove ponds","2015-03-27","obsr98119"
"225",-114.2248598,34.2091996,"Willet","Tringa semipalmata","California","San Bernardino","Emerald Cove ponds","2015-07-17","obsr28253"
"226",-114.2248598,34.2091996,"Cliff Swallow","Petrochelidon pyrrhonota","California","San Bernardino","Emerald Cove ponds","2018-04-27","obsr104040"
"227",-114.2248598,34.2091996,"Killdeer","Charadrius vociferus","California","San Bernardino","Emerald Cove ponds","2018-06-17","obsr28253"
"228",-114.2248598,34.2091996,"Northern Rough-winged Swallow","Stelgidopteryx serripennis","California","San Bernardino","Emerald Cove ponds","2018-04-17","obsr28253"
"229",-114.2248598,34.2091996,"Black-necked Stilt","Himantopus mexicanus","California","San Bernardino","Emerald Cove ponds","2018-01-10","obsr112836"
"230",-114.2248598,34.2091996,"Northern Shoveler","Spatula clypeata","California","San Bernardino","Emerald Cove ponds","2018-01-13","obsr27006"
"231",-114.2248598,34.2091996,"Solitary Sandpiper","Tringa solitaria","California","San Bernardino","Emerald Cove ponds","2018-04-27","obsr28253"
"232",-114.2248598,34.2091996,"Green-winged Teal","Anas crecca","California","San Bernardino","Emerald Cove ponds","2018-04-17","obsr28253"
"233",-114.2248598,34.2091996,"House Finch","Haemorhous mexicanus","California","San Bernardino","Emerald Cove ponds","2018-01-10","obsr112836"
"234",-114.2248598,34.2091996,"Willet","Tringa semipalmata","California","San Bernardino","Emerald Cove ponds","2015-07-17","obsr27006"
"235",-114.2248598,34.2091996,"Long-billed Dowitcher","Limnodromus scolopaceus","California","San Bernardino","Emerald Cove ponds","2015-05-09","obsr28253"
"236",-114.2248598,34.2091996,"Green-winged Teal","Anas crecca","California","San Bernardino","Emerald Cove ponds","2015-03-27","obsr27006"
"237",-114.2248598,34.2091996,"Killdeer","Charadrius vociferus","California","San Bernardino","Emerald Cove ponds","2015-07-17","obsr27006"
"238",-114.2248598,34.2091996,"Least Sandpiper","Calidris minutilla","California","San Bernardino","Emerald Cove ponds","2015-07-30","obsr294134"
"239",-114.2248598,34.2091996,"Mourning Dove","Zenaida macroura","California","San Bernardino","Emerald Cove ponds","2015-03-27","obsr28253"
"240",-114.2248598,34.2091996,"Green-winged Teal","Anas crecca","California","San Bernardino","Emerald Cove ponds","2015-10-26","obsr22614"
"241",-114.2248598,34.2091996,"Bufflehead","Bucephala albeola","California","San Bernardino","Emerald Cove ponds","2015-04-22","obsr28253"
"242",-114.2248598,34.2091996,"Mallard/Mexican Duck","Anas platyrhynchos/diazi","California","San Bernardino","Emerald Cove ponds","2015-03-24","obsr258793"
"243",-114.2248598,34.2091996,"Verdin","Auriparus flaviceps","California","San Bernardino","Emerald Cove ponds","2016-09-03","obsr27006"
"244",-114.2248598,34.2091996,"Verdin","Auriparus flaviceps","California","San Bernardino","Emerald Cove ponds","2016-09-03","obsr535437"
"245",-114.2248598,34.2091996,"Killdeer","Charadrius vociferus","California","San Bernardino","Emerald Cove ponds","2017-11-05","obsr341712"
"246",-114.2248598,34.2091996,"Mallard x Mexican Duck (hybrid)","Anas platyrhynchos x diazi","California","San Bernardino","Emerald Cove ponds","2017-10-13","obsr28253"
"247",-114.2248598,34.2091996,"Long-billed Curlew","Numenius americanus","California","San Bernardino","Emerald Cove ponds","2011-07-13","obsr28253"
"248",-114.2248598,34.2091996,"Green-winged Teal","Anas crecca","California","San Bernardino","Emerald Cove ponds","2011-01-01","obsr176053"
"249",-114.2248598,34.2091996,"American Avocet","Recurvirostra americana","California","San Bernardino","Emerald Cove ponds","2011-05-09","obsr28253"
"250",-114.2248598,34.2091996,"Wilson's Phalarope","Phalaropus tricolor","California","San Bernardino","Emerald Cove ponds","2011-08-17","obsr27006"
"251",-114.2248598,34.2091996,"Western Sandpiper","Calidris mauri","California","San Bernardino","Emerald Cove ponds","2011-07-13","obsr28253"
"252",-114.2248598,34.2091996,"Sanderling","Calidris alba","California","San Bernardino","Emerald Cove ponds","2011-08-30","obsr27006"
"253",-114.2248598,34.2091996,"Phainopepla","Phainopepla nitens","California","San Bernardino","Emerald Cove ponds","2011-08-30","obsr28253"
"254",-114.2248598,34.2091996,"Killdeer","Charadrius vociferus","California","San Bernardino","Emerald Cove ponds","2011-07-20","obsr28253"
"255",-114.2248598,34.2091996,"Western Sandpiper","Calidris mauri","California","San Bernardino","Emerald Cove ponds","2011-04-17","obsr158843"
"256",-114.2248598,34.2091996,"Green-winged Teal","Anas crecca","California","San Bernardino","Emerald Cove ponds","2011-10-20","obsr27006"
"257",-114.2248598,34.2091996,"Black-necked Stilt","Himantopus mexicanus","California","San Bernardino","Emerald Cove ponds","2011-04-16","obsr158843"
